vectorno,label,model,alpha,type,preprocessor,tokenizer,max_features,stop_words,lowercase,strip_accents,score_type,score
7,identity_hate,bern,{'alpha': 0.01},tfidf,0,0,,english,False,,recall,0.7266355140186916
7,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,,english,False,,roc_auc,0.600605703867794
7,identity_hate,bern,{'alpha': 0.1},tfidf,0,0,,english,False,,roc_auc,0.6116338005078312
8,toxic,multi,{'alpha': 10.0},tfidf,0,0,,english,True,ascii,precision,0.9944444444444445
8,toxic,bern,{'alpha': 1.0},tfidf,0,0,,english,True,ascii,precision,0.906030855539972
8,toxic,multi,{'alpha': 0.01},tfidf,0,0,,english,True,ascii,recall,0.5378314291873248
8,toxic,bern,{'alpha': 0.1},tfidf,0,0,,english,True,ascii,recall,0.8620392325932313
8,toxic,multi,{'alpha': 0.1},tfidf,0,0,,english,True,ascii,roc_auc,0.7308571193552357
8,toxic,bern,{'alpha': 1.0},tfidf,0,0,,english,True,ascii,roc_auc,0.7065496542459088
8,severe_toxic,multi,{'alpha': 0.0},tfidf,0,0,,english,True,ascii,precision,0.44333333333333336
8,severe_toxic,bern,{'alpha': 0.1},tfidf,0,0,,english,True,ascii,precision,0.33889468196037537
8,severe_toxic,multi,{'alpha': 0.001},tfidf,0,0,,english,True,ascii,recall,0.35714285714285715
8,severe_toxic,bern,{'alpha': 0.01},tfidf,0,0,,english,True,ascii,recall,0.8865546218487395
8,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,,english,True,ascii,roc_auc,0.6623951757697599
8,severe_toxic,bern,{'alpha': 0.1},tfidf,0,0,,english,True,ascii,roc_auc,0.8346799728629049
8,obscene,multi,{'alpha': 10.0},tfidf,0,0,,english,True,ascii,precision,1.0
8,obscene,bern,{'alpha': 0.5},tfidf,0,0,,english,True,ascii,precision,0.7865916069600819
8,obscene,multi,{'alpha': 0.01},tfidf,0,0,,english,True,ascii,recall,0.5358255451713395
8,obscene,bern,{'alpha': 0.1},tfidf,0,0,,english,True,ascii,recall,0.8699376947040498
8,obscene,multi,{'alpha': 0.01},tfidf,0,0,,english,True,ascii,roc_auc,0.7642935141462674
8,obscene,bern,{'alpha': 0.5},tfidf,0,0,,english,True,ascii,roc_auc,0.7946447399952072
8,threat,multi,{'alpha': 0.0},tfidf,0,0,,english,True,ascii,precision,0.5348837209302325
8,threat,bern,{'alpha': 0.01},tfidf,0,0,,english,True,ascii,precision,0.06553245116572148
8,threat,multi,{'alpha': 0.001},tfidf,0,0,,english,True,ascii,recall,0.16447368421052633
8,threat,bern,{'alpha': 0.01},tfidf,0,0,,english,True,ascii,recall,0.6842105263157895
8,threat,multi,{'alpha': 0.001},tfidf,0,0,,english,True,ascii,roc_auc,0.5820162121542221
8,threat,bern,{'alpha': 0.1},tfidf,0,0,,english,True,ascii,roc_auc,0.5063688236055246
8,insult,multi,{'alpha': 2.0},tfidf,0,0,,english,True,ascii,precision,1.0
8,insult,bern,{'alpha': 0.5},tfidf,0,0,,english,True,ascii,precision,0.7371357718536887
8,insult,multi,{'alpha': 0.01},tfidf,0,0,,english,True,ascii,recall,0.4653878231859883
8,insult,bern,{'alpha': 0.1},tfidf,0,0,,english,True,ascii,recall,0.854045037531276
8,insult,multi,{'alpha': 0.01},tfidf,0,0,,english,True,ascii,roc_auc,0.72832738827179
8,insult,bern,{'alpha': 0.5},tfidf,0,0,,english,True,ascii,roc_auc,0.7432396617131692
8,identity_hate,multi,{'alpha': 0.0},tfidf,0,0,,english,True,ascii,precision,0.4340659340659341
8,identity_hate,bern,{'alpha': 0.1},tfidf,0,0,,english,True,ascii,precision,0.325
8,identity_hate,multi,{'alpha': 0.001},tfidf,0,0,,english,True,ascii,recall,0.21728971962616822
8,identity_hate,bern,{'alpha': 0.01},tfidf,0,0,,english,True,ascii,recall,0.735981308411215
8,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,,english,True,ascii,roc_auc,0.5893614925222782
8,identity_hate,bern,{'alpha': 0.1},tfidf,0,0,,english,True,ascii,roc_auc,0.6341143469745917
9,toxic,multi,{'alpha': 10.0},tfidf,0,0,,english,False,ascii,precision,1.0
9,toxic,bern,{'alpha': 1.0},tfidf,0,0,,english,False,ascii,precision,0.8072115384615385
9,toxic,multi,{'alpha': 0.01},tfidf,0,0,,english,False,ascii,recall,0.5628368182798017
9,toxic,bern,{'alpha': 0.1},tfidf,0,0,,english,False,ascii,recall,0.8572968312136237
9,toxic,multi,{'alpha': 0.01},tfidf,0,0,,english,False,ascii,roc_auc,0.7732057142623951
9,toxic,bern,{'alpha': 1.0},tfidf,0,0,,english,False,ascii,roc_auc,0.6763141849115654
9,severe_toxic,multi,{'alpha': 0.0},tfidf,0,0,,english,False,ascii,precision,0.39452054794520547
9,severe_toxic,bern,{'alpha': 0.1},tfidf,0,0,,english,False,ascii,precision,0.25292529252925294
9,severe_toxic,multi,{'alpha': 0.001},tfidf,0,0,,english,False,ascii,recall,0.43067226890756305
9,severe_toxic,bern,{'alpha': 0.01},tfidf,0,0,,english,False,ascii,recall,0.8634453781512605
9,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,,english,False,ascii,roc_auc,0.7057152350859315
9,severe_toxic,bern,{'alpha': 0.1},tfidf,0,0,,english,False,ascii,roc_auc,0.7863881573531946
9,obscene,multi,{'alpha': 10.0},tfidf,0,0,,english,False,ascii,precision,1.0
9,obscene,bern,{'alpha': 0.5},tfidf,0,0,,english,False,ascii,precision,0.6628511966701353
9,obscene,multi,{'alpha': 0.01},tfidf,0,0,,english,False,ascii,recall,0.5514018691588785
9,obscene,bern,{'alpha': 0.1},tfidf,0,0,,english,False,ascii,recall,0.8570872274143302
9,obscene,multi,{'alpha': 0.01},tfidf,0,0,,english,False,ascii,roc_auc,0.7683406689457923
9,obscene,bern,{'alpha': 0.5},tfidf,0,0,,english,False,ascii,roc_auc,0.7408808510344852
9,threat,multi,{'alpha': 0.0},tfidf,0,0,,english,False,ascii,precision,0.3617021276595745
9,threat,bern,{'alpha': 0.01},tfidf,0,0,,english,False,ascii,precision,0.06150061500615006
9,threat,multi,{'alpha': 0.001},tfidf,0,0,,english,False,ascii,recall,0.16447368421052633
9,threat,bern,{'alpha': 0.001},tfidf,0,0,,english,False,ascii,recall,0.6381578947368421
9,threat,multi,{'alpha': 0.001},tfidf,0,0,,english,False,ascii,roc_auc,0.5817115326980223
9,threat,bern,{'alpha': 0.1},tfidf,0,0,,english,False,ascii,roc_auc,0.535196628840703
9,insult,multi,{'alpha': 2.0},tfidf,0,0,,english,False,ascii,precision,1.0
9,insult,bern,{'alpha': 0.5},tfidf,0,0,,english,False,ascii,precision,0.6029055690072639
9,insult,multi,{'alpha': 0.01},tfidf,0,0,,english,False,ascii,recall,0.4908256880733945
9,insult,bern,{'alpha': 0.1},tfidf,0,0,,english,False,ascii,recall,0.841534612176814
9,insult,multi,{'alpha': 0.01},tfidf,0,0,,english,False,ascii,roc_auc,0.7374406310032867
9,insult,bern,{'alpha': 0.5},tfidf,0,0,,english,False,ascii,roc_auc,0.7004396283115704
9,identity_hate,multi,{'alpha': 0.0},tfidf,0,0,,english,False,ascii,precision,0.3251231527093596
9,identity_hate,bern,{'alpha': 0.1},tfidf,0,0,,english,False,ascii,precision,0.16891891891891891
9,identity_hate,multi,{'alpha': 0.001},tfidf,0,0,,english,False,ascii,recall,0.24766355140186916
9,identity_hate,bern,{'alpha': 0.01},tfidf,0,0,,english,False,ascii,recall,0.7242990654205608
9,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,,english,False,ascii,roc_auc,0.6017633606935422
9,identity_hate,bern,{'alpha': 0.1},tfidf,0,0,,english,False,ascii,roc_auc,0.611623233034514
10,toxic,multi,{'alpha': 10.0},tfidf,0,0,,english,True,unicode,precision,0.9944444444444445
10,toxic,bern,{'alpha': 1.0},tfidf,0,0,,english,True,unicode,precision,0.9048734770384255
10,toxic,multi,{'alpha': 0.01},tfidf,0,0,,english,True,unicode,recall,0.5376158654882518
10,toxic,bern,{'alpha': 0.1},tfidf,0,0,,english,True,unicode,recall,0.8629014873895237
10,toxic,multi,{'alpha': 0.1},tfidf,0,0,,english,True,unicode,roc_auc,0.7307493375056991
10,toxic,bern,{'alpha': 1.0},tfidf,0,0,,english,True,unicode,roc_auc,0.7057719815961092
10,severe_toxic,multi,{'alpha': 0.0},tfidf,0,0,,english,True,unicode,precision,0.44333333333333336
10,severe_toxic,bern,{'alpha': 0.1},tfidf,0,0,,english,True,unicode,precision,0.3389296956977964
10,severe_toxic,multi,{'alpha': 0.001},tfidf,0,0,,english,True,unicode,recall,0.3592436974789916
10,severe_toxic,bern,{'alpha': 0.01},tfidf,0,0,,english,True,unicode,recall,0.8865546218487395
10,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,,english,True,unicode,roc_auc,0.6623951757697599
10,severe_toxic,bern,{'alpha': 0.1},tfidf,0,0,,english,True,unicode,roc_auc,0.8326214453454388
10,obscene,multi,{'alpha': 10.0},tfidf,0,0,,english,True,unicode,precision,1.0
10,obscene,bern,{'alpha': 0.5},tfidf,0,0,,english,True,unicode,precision,0.7884416924664602
10,obscene,multi,{'alpha': 0.01},tfidf,0,0,,english,True,unicode,recall,0.5366043613707165
10,obscene,bern,{'alpha': 0.1},tfidf,0,0,,english,True,unicode,recall,0.8703271028037384
10,obscene,multi,{'alpha': 0.01},tfidf,0,0,,english,True,unicode,roc_auc,0.764682922245956
10,obscene,bern,{'alpha': 0.5},tfidf,0,0,,english,True,unicode,roc_auc,0.7929698800269634
10,threat,multi,{'alpha': 0.0},tfidf,0,0,,english,True,unicode,precision,0.5348837209302325
10,threat,bern,{'alpha': 0.01},tfidf,0,0,,english,True,unicode,precision,0.06449592986850344
10,threat,multi,{'alpha': 0.001},tfidf,0,0,,english,True,unicode,recall,0.16447368421052633
10,threat,bern,{'alpha': 0.01},tfidf,0,0,,english,True,unicode,recall,0.6776315789473685
10,threat,multi,{'alpha': 0.001},tfidf,0,0,,english,True,unicode,roc_auc,0.5820162121542221
10,threat,bern,{'alpha': 0.1},tfidf,0,0,,english,True,unicode,roc_auc,0.5063688236055246
10,insult,multi,{'alpha': 2.0},tfidf,0,0,,english,True,unicode,precision,1.0
10,insult,bern,{'alpha': 0.5},tfidf,0,0,,english,True,unicode,precision,0.7383467992541951
10,insult,multi,{'alpha': 0.01},tfidf,0,0,,english,True,unicode,recall,0.4653878231859883
10,insult,bern,{'alpha': 0.1},tfidf,0,0,,english,True,unicode,recall,0.8544620517097581
10,insult,multi,{'alpha': 0.01},tfidf,0,0,,english,True,unicode,roc_auc,0.7283163616977466
10,insult,bern,{'alpha': 0.5},tfidf,0,0,,english,True,unicode,roc_auc,0.7430642343460585
10,identity_hate,multi,{'alpha': 0.0},tfidf,0,0,,english,True,unicode,precision,0.4340659340659341
10,identity_hate,bern,{'alpha': 0.1},tfidf,0,0,,english,True,unicode,precision,0.32409972299168976
10,identity_hate,multi,{'alpha': 0.001},tfidf,0,0,,english,True,unicode,recall,0.21728971962616822
10,identity_hate,bern,{'alpha': 0.01},tfidf,0,0,,english,True,unicode,recall,0.735981308411215
10,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,,english,True,unicode,roc_auc,0.589350925048961
10,identity_hate,bern,{'alpha': 0.1},tfidf,0,0,,english,True,unicode,roc_auc,0.6341037795012745
11,toxic,multi,{'alpha': 10.0},tfidf,0,0,,english,False,unicode,precision,1.0
11,toxic,bern,{'alpha': 1.0},tfidf,0,0,,english,False,unicode,precision,0.8061716489874639
11,toxic,multi,{'alpha': 0.01},tfidf,0,0,,english,False,unicode,recall,0.5626212545807286
11,toxic,bern,{'alpha': 0.1},tfidf,0,0,,english,False,unicode,recall,0.8575123949126967
11,toxic,multi,{'alpha': 0.01},tfidf,0,0,,english,False,unicode,roc_auc,0.7731211321159025
11,toxic,bern,{'alpha': 1.0},tfidf,0,0,,english,False,unicode,roc_auc,0.6755481121132876
11,severe_toxic,multi,{'alpha': 0.0},tfidf,0,0,,english,False,unicode,precision,0.39344262295081966
11,severe_toxic,bern,{'alpha': 0.1},tfidf,0,0,,english,False,unicode,precision,0.2527075812274368
11,severe_toxic,multi,{'alpha': 0.001},tfidf,0,0,,english,False,unicode,recall,0.4264705882352941
11,severe_toxic,bern,{'alpha': 0.01},tfidf,0,0,,english,False,unicode,recall,0.8634453781512605
11,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,,english,False,unicode,roc_auc,0.7057363914952657
11,severe_toxic,bern,{'alpha': 0.1},tfidf,0,0,,english,False,unicode,roc_auc,0.7853588935944615
11,obscene,multi,{'alpha': 10.0},tfidf,0,0,,english,False,unicode,precision,1.0
11,obscene,bern,{'alpha': 0.5},tfidf,0,0,,english,False,unicode,precision,0.6612819176654507
11,obscene,multi,{'alpha': 0.01},tfidf,0,0,,english,False,unicode,recall,0.5521806853582555
11,obscene,bern,{'alpha': 0.1},tfidf,0,0,,english,False,unicode,recall,0.8574766355140186
11,obscene,multi,{'alpha': 0.01},tfidf,0,0,,english,False,unicode,roc_auc,0.7687300770454807
11,obscene,bern,{'alpha': 0.5},tfidf,0,0,,english,False,unicode,roc_auc,0.7398851946480199
11,threat,multi,{'alpha': 0.0},tfidf,0,0,,english,False,unicode,precision,0.3541666666666667
11,threat,bern,{'alpha': 0.01},tfidf,0,0,,english,False,unicode,precision,0.061614294516327786
11,threat,multi,{'alpha': 0.001},tfidf,0,0,,english,False,unicode,recall,0.16447368421052633
11,threat,bern,{'alpha': 0.001},tfidf,0,0,,english,False,unicode,recall,0.6381578947368421
11,threat,multi,{'alpha': 0.001},tfidf,0,0,,english,False,unicode,roc_auc,0.5817115326980223
11,threat,bern,{'alpha': 0.1},tfidf,0,0,,english,False,unicode,roc_auc,0.535196628840703
11,insult,multi,{'alpha': 2.0},tfidf,0,0,,english,False,unicode,precision,1.0
11,insult,bern,{'alpha': 0.5},tfidf,0,0,,english,False,unicode,precision,0.6004857316332726
11,insult,multi,{'alpha': 0.01},tfidf,0,0,,english,False,unicode,recall,0.49124270225187655
11,insult,bern,{'alpha': 0.1},tfidf,0,0,,english,False,unicode,recall,0.841534612176814
11,insult,multi,{'alpha': 0.01},tfidf,0,0,,english,False,unicode,roc_auc,0.7376711912406148
11,insult,bern,{'alpha': 0.5},tfidf,0,0,,english,False,unicode,roc_auc,0.6989580255387963
11,identity_hate,multi,{'alpha': 0.0},tfidf,0,0,,english,False,unicode,precision,0.3251231527093596
11,identity_hate,bern,{'alpha': 0.1},tfidf,0,0,,english,False,unicode,precision,0.17003367003367004
11,identity_hate,multi,{'alpha': 0.001},tfidf,0,0,,english,False,unicode,recall,0.24766355140186916
11,identity_hate,bern,{'alpha': 0.01},tfidf,0,0,,english,False,unicode,recall,0.7266355140186916
11,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,,english,False,unicode,roc_auc,0.6005951363944769
11,identity_hate,bern,{'alpha': 0.1},tfidf,0,0,,english,False,unicode,roc_auc,0.6127808898602625
12,toxic,multi,{'alpha': 50.0},tfidf,0,0,3000,,True,,precision,1.0
12,toxic,bern,{'alpha': 50.0},tfidf,0,0,3000,,True,,precision,0.5135981539475853
12,toxic,multi,{'alpha': 0.001},tfidf,0,0,3000,,True,,recall,0.4727311920672559
12,toxic,bern,{'alpha': 10.0},tfidf,0,0,3000,,True,,recall,0.8473809010562621
12,toxic,multi,{'alpha': 1.0},tfidf,0,0,3000,,True,,roc_auc,0.7278517951159059
12,toxic,bern,{'alpha': 50.0},tfidf,0,0,3000,,True,,roc_auc,0.801617081314724
12,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,3000,,True,,precision,0.6631578947368421
12,severe_toxic,bern,{'alpha': 10.0},tfidf,0,0,3000,,True,,precision,0.3895582329317269
12,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,3000,,True,,recall,0.4264705882352941
12,severe_toxic,bern,{'alpha': 1.0},tfidf,0,0,3000,,True,,recall,0.9285714285714286
12,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,3000,,True,,roc_auc,0.7061637420745691
12,severe_toxic,bern,{'alpha': 10.0},tfidf,0,0,3000,,True,,roc_auc,0.7005657383862424
12,obscene,multi,{'alpha': 50.0},tfidf,0,0,3000,,True,,precision,1.0
12,obscene,bern,{'alpha': 20.0},tfidf,0,0,3000,,True,,precision,0.1762547940636985
12,obscene,multi,{'alpha': 0.1},tfidf,0,0,3000,,True,,recall,0.535436137071651
12,obscene,bern,{'alpha': 2.0},tfidf,0,0,3000,,True,,recall,0.8629283489096573
12,obscene,multi,{'alpha': 1.0},tfidf,0,0,3000,,True,,roc_auc,0.7545748404870639
12,obscene,bern,{'alpha': 20.0},tfidf,0,0,3000,,True,,roc_auc,0.802251843385105
12,threat,multi,{'alpha': 0.0001},tfidf,0,0,3000,,True,,precision,0.3902439024390244
12,threat,bern,{'alpha': 2.0},tfidf,0,0,3000,,True,,precision,0.14629629629629629
12,threat,multi,{'alpha': 0.001},tfidf,0,0,3000,,True,,recall,0.10526315789473684
12,threat,bern,{'alpha': 0.5},tfidf,0,0,3000,,True,,recall,0.868421052631579
12,threat,multi,{'alpha': 0.1},tfidf,0,0,3000,,True,,roc_auc,0.552484492313341
12,threat,bern,{'alpha': 1.0},tfidf,0,0,3000,,True,,roc_auc,0.8829267115962881
12,insult,multi,{'alpha': 50.0},tfidf,0,0,3000,,True,,precision,0.98
12,insult,bern,{'alpha': 20.0},tfidf,0,0,3000,,True,,precision,0.17543227665706052
12,insult,multi,{'alpha': 0.01},tfidf,0,0,3000,,True,,recall,0.4482902418682235
12,insult,bern,{'alpha': 2.0},tfidf,0,0,3000,,True,,recall,0.8586321934945789
12,insult,multi,{'alpha': 1.0},tfidf,0,0,3000,,True,,roc_auc,0.7068280565336774
12,insult,bern,{'alpha': 20.0},tfidf,0,0,3000,,True,,roc_auc,0.8052124978997548
12,identity_hate,multi,{'alpha': 2.0},tfidf,0,0,3000,,True,,precision,0.68
12,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,3000,,True,,precision,0.032206405693950176
12,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,3000,,True,,recall,0.1822429906542056
12,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,3000,,True,,recall,0.852803738317757
12,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,3000,,True,,roc_auc,0.5876965969773076
12,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,3000,,True,,roc_auc,0.8079442215179435
13,toxic,multi,{'alpha': 100.0},tfidf,0,0,3000,,False,,precision,0.8231046931407943
13,toxic,bern,{'alpha': 50.0},tfidf,0,0,3000,,False,,precision,0.4086200281365904
13,toxic,multi,{'alpha': 0.0001},tfidf,0,0,3000,,False,,recall,0.4863117051088597
13,toxic,bern,{'alpha': 2.0},tfidf,0,0,3000,,False,,recall,0.8400517352877775
13,toxic,multi,{'alpha': 1.0},tfidf,0,0,3000,,False,,roc_auc,0.7319508860836269
13,toxic,bern,{'alpha': 50.0},tfidf,0,0,3000,,False,,roc_auc,0.7907252958319712
13,severe_toxic,multi,{'alpha': 10.0},tfidf,0,0,3000,,False,,precision,0.4666666666666667
13,severe_toxic,bern,{'alpha': 10.0},tfidf,0,0,3000,,False,,precision,0.27827050997782704
13,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,3000,,False,,recall,0.4894957983193277
13,severe_toxic,bern,{'alpha': 1.0},tfidf,0,0,3000,,False,,recall,0.930672268907563
13,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,3000,,False,,roc_auc,0.7394164840074435
13,severe_toxic,bern,{'alpha': 10.0},tfidf,0,0,3000,,False,,roc_auc,0.7567690509465892
13,obscene,multi,{'alpha': 50.0},tfidf,0,0,3000,,False,,precision,0.811965811965812
13,obscene,bern,{'alpha': 20.0},tfidf,0,0,3000,,False,,precision,0.16133765832561014
13,obscene,multi,{'alpha': 0.01},tfidf,0,0,3000,,False,,recall,0.5276479750778816
13,obscene,bern,{'alpha': 2.0},tfidf,0,0,3000,,False,,recall,0.8500778816199377
13,obscene,multi,{'alpha': 1.0},tfidf,0,0,3000,,False,,roc_auc,0.7518958980910168
13,obscene,bern,{'alpha': 20.0},tfidf,0,0,3000,,False,,roc_auc,0.7865486029580362
13,threat,multi,{'alpha': 0.0001},tfidf,0,0,3000,,False,,precision,0.18110236220472442
13,threat,bern,{'alpha': 2.0},tfidf,0,0,3000,,False,,precision,0.07453416149068323
13,threat,multi,{'alpha': 0.01},tfidf,0,0,3000,,False,,recall,0.17105263157894737
13,threat,bern,{'alpha': 0.5},tfidf,0,0,3000,,False,,recall,0.8552631578947368
13,threat,multi,{'alpha': 0.1},tfidf,0,0,3000,,False,,roc_auc,0.5647388548697289
13,threat,bern,{'alpha': 2.0},tfidf,0,0,3000,,False,,roc_auc,0.7274495730616911
13,insult,multi,{'alpha': 50.0},tfidf,0,0,3000,,False,,precision,0.75
13,insult,bern,{'alpha': 20.0},tfidf,0,0,3000,,False,,precision,0.1588124023357184
13,insult,multi,{'alpha': 0.1},tfidf,0,0,3000,,False,,recall,0.45746455379482903
13,insult,bern,{'alpha': 2.0},tfidf,0,0,3000,,False,,recall,0.8448707256046706
13,insult,multi,{'alpha': 0.5},tfidf,0,0,3000,,False,,roc_auc,0.718255932577328
13,insult,bern,{'alpha': 20.0},tfidf,0,0,3000,,False,,roc_auc,0.7898473900080847
13,identity_hate,multi,{'alpha': 10.0},tfidf,0,0,3000,,False,,precision,0.8
13,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,3000,,False,,precision,0.028112449799196786
13,identity_hate,multi,{'alpha': 0.001},tfidf,0,0,3000,,False,,recall,0.21728971962616822
13,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,3000,,False,,recall,0.8364485981308412
13,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,3000,,False,,roc_auc,0.6041056115258543
13,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,3000,,False,,roc_auc,0.7810120775356257
14,toxic,multi,{'alpha': 50.0},tfidf,0,0,3000,,True,ascii,precision,1.0
14,toxic,bern,{'alpha': 50.0},tfidf,0,0,3000,,True,ascii,precision,0.5147010241162867
14,toxic,multi,{'alpha': 0.001},tfidf,0,0,3000,,True,ascii,recall,0.47294675576632894
14,toxic,bern,{'alpha': 10.0},tfidf,0,0,3000,,True,ascii,recall,0.846949773658116
14,toxic,multi,{'alpha': 1.0},tfidf,0,0,3000,,True,ascii,roc_auc,0.728282922514052
14,toxic,bern,{'alpha': 50.0},tfidf,0,0,3000,,True,ascii,roc_auc,0.8017678793845088
14,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,3000,,True,ascii,precision,0.6736842105263158
14,severe_toxic,bern,{'alpha': 10.0},tfidf,0,0,3000,,True,ascii,precision,0.3903420523138833
14,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,3000,,True,ascii,recall,0.4264705882352941
14,severe_toxic,bern,{'alpha': 1.0},tfidf,0,0,3000,,True,ascii,recall,0.9285714285714286
14,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,3000,,True,ascii,roc_auc,0.706153163869902
14,severe_toxic,bern,{'alpha': 10.0},tfidf,0,0,3000,,True,ascii,roc_auc,0.7005763165909095
14,obscene,multi,{'alpha': 50.0},tfidf,0,0,3000,,True,ascii,precision,1.0
14,obscene,bern,{'alpha': 20.0},tfidf,0,0,3000,,True,ascii,precision,0.17631337175311115
14,obscene,multi,{'alpha': 0.01},tfidf,0,0,3000,,True,ascii,recall,0.5342679127725857
14,obscene,bern,{'alpha': 2.0},tfidf,0,0,3000,,True,ascii,recall,0.8633177570093458
14,obscene,multi,{'alpha': 1.0},tfidf,0,0,3000,,True,ascii,roc_auc,0.7543801364372198
14,obscene,bern,{'alpha': 20.0},tfidf,0,0,3000,,True,ascii,roc_auc,0.8018669564707688
14,threat,multi,{'alpha': 0.0001},tfidf,0,0,3000,,True,ascii,precision,0.3902439024390244
14,threat,bern,{'alpha': 2.0},tfidf,0,0,3000,,True,ascii,precision,0.14555765595463138
14,threat,multi,{'alpha': 0.001},tfidf,0,0,3000,,True,ascii,recall,0.10526315789473684
14,threat,bern,{'alpha': 0.5},tfidf,0,0,3000,,True,ascii,recall,0.868421052631579
14,threat,multi,{'alpha': 0.1},tfidf,0,0,3000,,True,ascii,roc_auc,0.552484492313341
14,threat,bern,{'alpha': 1.0},tfidf,0,0,3000,,True,ascii,roc_auc,0.8914913285240795
14,insult,multi,{'alpha': 50.0},tfidf,0,0,3000,,True,ascii,precision,0.98
14,insult,bern,{'alpha': 20.0},tfidf,0,0,3000,,True,ascii,precision,0.17558422809708563
14,insult,multi,{'alpha': 0.01},tfidf,0,0,3000,,True,ascii,recall,0.4487072560467056
14,insult,bern,{'alpha': 2.0},tfidf,0,0,3000,,True,ascii,recall,0.8586321934945789
14,insult,multi,{'alpha': 1.0},tfidf,0,0,3000,,True,ascii,roc_auc,0.7064000157811519
